PROVINCIE,GEMEENTENUMMER,GEMEENTENAAM,SOORT INSTELLING,BRIN NUMMER ACTUEEL,INSTELLINGSNAAM ACTUEEL,CROHO ONDERDEEL,CROHO SUBONDERDEEL,OPLEIDINGSCODE ACTUEEL,OPLEIDINGSNAAM ACTUEEL,OPLEIDINGSVORM,OPLEIDINGSFASE ACTUEEL,SOORT DIPLOMA,2011 MAN,2011 VROUW,2012 MAN,2012 VROUW,2013 MAN,2013 VROUW,2014 MAN,2014 VROUW,2015 MAN,2015 VROUW
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56114,B Religie en Levensbeschouwing,voltijd onderwijs,bachelor,wo bachelor,3,12,2,7,3,9,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56703,B Archeologie,deeltijd onderwijs,bachelor,wo bachelor,1,6,0,2,0,0,1,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56703,B Archeologie,voltijd onderwijs,bachelor,wo bachelor,8,2,7,6,3,7,7,2,2,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56704,B Oudheidkunde,deeltijd onderwijs,bachelor,wo bachelor,0,1,1,0,0,0,1,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56704,B Oudheidkunde,voltijd onderwijs,bachelor,wo bachelor,5,2,1,7,5,5,3,5,0,6
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56802,B Literatuurwetenschap,deeltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,0,1,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56802,B Literatuurwetenschap,voltijd onderwijs,bachelor,wo bachelor,1,1,0,4,2,3,0,4,1,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56803,B Taalwetenschap,deeltijd onderwijs,bachelor,wo bachelor,0,1,0,0,0,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56803,B Taalwetenschap,voltijd onderwijs,bachelor,wo bachelor,1,3,0,2,0,6,0,15,0,7
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56804,B Nederlandse Taal en Cultuur,deeltijd onderwijs,bachelor,wo bachelor,0,2,0,1,0,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56804,B Nederlandse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,2,11,2,10,2,9,1,6,0,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56806,B Engelse Taal en Cultuur,deeltijd onderwijs,bachelor,wo bachelor,0,0,0,2,1,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56806,B Engelse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,8,16,8,19,6,23,8,18,1,12
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56808,B Franse Taal en Cultuur,deeltijd onderwijs,bachelor,wo bachelor,0,1,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56808,B Franse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,1,2,0,2,0,3,0,1,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56823,B Algemene Cultuurwetenschappen,deeltijd onderwijs,bachelor,wo bachelor,0,3,0,0,1,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56823,B Algemene Cultuurwetenschappen,voltijd onderwijs,bachelor,wo bachelor,2,15,0,9,1,18,4,7,0,13
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56824,B Kunstgeschiedenis,deeltijd onderwijs,bachelor,wo bachelor,0,3,1,3,1,1,0,0,1,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56824,B Kunstgeschiedenis,voltijd onderwijs,bachelor,wo bachelor,3,23,0,12,0,5,1,12,0,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56826,B Communicatie- en Informatiewetenschappen,deeltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),56826,B Communicatie- en Informatiewetenschappen,voltijd onderwijs,bachelor,wo bachelor,7,26,8,34,9,17,7,20,11,49
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60036,"M Visual Arts, Media and Architecture (research)",voltijd onderwijs,master,wo master,2,4,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60037,M Museumconservator,duaal onderwijs,master,wo master,2,7,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60038,M Phil Letterkunde (research),voltijd onderwijs,master,wo master,1,2,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60039,M Oudheidstudies (research),voltijd onderwijs,master,wo master,3,1,2,2,6,3,4,4,3,4
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60042,M Philosophy of Management and Organizations,deeltijd onderwijs,master,wo master,5,6,1,0,2,2,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60042,M Philosophy of Management and Organizations,voltijd onderwijs,master,wo master,5,2,1,1,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60043,M Christian Studies of Science & Society,voltijd onderwijs,master,wo master,10,3,3,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60087,M Kunst- & cultuurwetenschappen,deeltijd onderwijs,master,wo master,0,0,2,3,0,0,0,1,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60087,M Kunst- & cultuurwetenschappen,voltijd onderwijs,master,wo master,0,1,9,41,9,41,9,47,4,38
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60139,M Geschiedenis (research),voltijd onderwijs,master,wo master,0,0,1,1,2,1,3,0,2,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60254,M Theology,deeltijd onderwijs,master,wo master,5,2,2,0,1,2,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60254,M Theology,voltijd onderwijs,master,wo master,7,8,5,2,2,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60290,M English Language and Culture,deeltijd onderwijs,master,wo master,2,2,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60290,M English Language and Culture,voltijd onderwijs,master,wo master,2,7,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60297,M Geschiedenis na 1400 (research),voltijd onderwijs,master,wo master,2,4,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60374,M Comparative Arts and Media Studies,deeltijd onderwijs,master,wo master,0,2,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60374,M Comparative Arts and Media Studies,voltijd onderwijs,master,wo master,12,42,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60665,M Journalistiek,voltijd onderwijs,master,wo master,14,38,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60720,M Linguistics (research),voltijd onderwijs,master,wo master,0,1,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60805,M Archeologie,deeltijd onderwijs,master,wo master,4,1,0,1,0,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60805,M Archeologie,voltijd onderwijs,master,wo master,3,1,5,1,1,0,3,3,3,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60808,M Erfgoedstudies,deeltijd onderwijs,master,wo master,2,7,4,3,0,2,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60808,M Erfgoedstudies,voltijd onderwijs,master,wo master,9,11,2,5,3,2,2,3,7,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60813,M Letterkunde,deeltijd onderwijs,master,wo master,0,0,1,1,0,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60813,M Letterkunde,voltijd onderwijs,master,wo master,0,0,3,23,1,17,4,21,4,12
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60814,M Letterkunde (research),voltijd onderwijs,master,wo master,0,0,1,2,1,4,4,1,0,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60815,M Taalwetenschappen,deeltijd onderwijs,master,wo master,0,0,0,1,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60815,M Taalwetenschappen,voltijd onderwijs,master,wo master,0,0,1,17,0,16,1,21,1,18
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60817,M Taalwetenschappen (research),voltijd onderwijs,master,wo master,0,0,0,1,0,0,0,3,0,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60821,M Oudheidstudies,voltijd onderwijs,master,wo master,0,0,4,6,3,4,2,4,2,4
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,deeltijd onderwijs,master,wo master,0,0,0,0,0,0,1,4,0,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,voltijd onderwijs,master,wo master,0,0,0,3,2,1,9,2,10,5
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60823,M Filosofie,voltijd onderwijs,master,wo master,0,0,0,0,0,1,4,4,3,4
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,deeltijd onderwijs,master,wo master,0,0,0,0,1,0,6,2,4,8
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,voltijd onderwijs,master,wo master,0,0,6,3,6,5,9,5,10,17
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60825,M Theologie & Religiewetenschappen,voltijd onderwijs,master,wo master,0,0,0,0,0,0,5,0,3,1
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60827,M Theologie & Religiewetenschappen (research),voltijd onderwijs,master,wo master,0,0,0,0,2,3,3,4,3,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60829,M Kunst- & cultuurwetenschappen (research),voltijd onderwijs,master,wo master,0,0,0,2,4,5,1,1,0,3
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),60836,M Erfgoedstudies,duaal onderwijs,master,wo master,0,0,0,4,0,4,0,1,0,2
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66034,M Geschiedenis,deeltijd onderwijs,master,wo master,1,0,1,0,0,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66034,M Geschiedenis,voltijd onderwijs,master,wo master,9,8,6,5,7,4,8,5,9,4
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66081,M Wijsbegeerte,deeltijd onderwijs,master,wo master,2,0,0,0,0,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66081,M Wijsbegeerte,voltijd onderwijs,master,wo master,6,1,4,1,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66109,M Godgeleerdheid,voltijd onderwijs,master,wo master,4,1,4,0,5,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66114,M Religie en Levensbeschouwing,deeltijd onderwijs,master,wo master,3,2,0,0,2,1,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66114,M Religie en Levensbeschouwing,voltijd onderwijs,master,wo master,7,15,4,7,4,2,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66118,M Religion and Theology (research),deeltijd onderwijs,master,wo master,0,0,1,0,2,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66118,M Religion and Theology (research),voltijd onderwijs,master,wo master,3,3,5,3,2,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66704,M Oudheidkunde,voltijd onderwijs,master,wo master,1,4,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66802,M Literatuurwetenschap,deeltijd onderwijs,master,wo master,0,1,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66802,M Literatuurwetenschap,voltijd onderwijs,master,wo master,3,2,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66803,M Taalwetenschap,deeltijd onderwijs,master,wo master,0,1,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66803,M Taalwetenschap,voltijd onderwijs,master,wo master,1,18,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66804,M Nederlandse Taal en Cultuur,deeltijd onderwijs,master,wo master,2,3,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66804,M Nederlandse Taal en Cultuur,voltijd onderwijs,master,wo master,2,15,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66805,M Duitse Taal en Cultuur,deeltijd onderwijs,master,wo master,1,0,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66805,M Duitse Taal en Cultuur,voltijd onderwijs,master,wo master,0,1,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66808,M Franse Taal en Cultuur,deeltijd onderwijs,master,wo master,0,2,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66808,M Franse Taal en Cultuur,voltijd onderwijs,master,wo master,1,5,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66824,M Kunstgeschiedenis,deeltijd onderwijs,master,wo master,2,5,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66824,M Kunstgeschiedenis,voltijd onderwijs,master,wo master,4,27,0,0,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66826,M Communicatie- & Informatiewetenschappen,deeltijd onderwijs,master,wo master,0,0,1,1,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),66826,M Communicatie- & Informatiewetenschappen,voltijd onderwijs,master,wo master,7,41,5,39,9,31,6,54,12,22
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),67084,M Wijsbegeerte van een Bepaald Wetenschapsgebied,deeltijd onderwijs,master,wo master,1,1,0,1,0,0,0,0,0,0
Noord-Holland,363,AMSTERDAM,reguliere inst.,21PL,Vrije Universiteit Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),67084,M Wijsbegeerte van een Bepaald Wetenschapsgebied,voltijd onderwijs,master,wo master,1,1,1,1,0,0,0,0,0,0
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,economie,n.v.t. (economie),50645,B Bedrijfskunde,voltijd onderwijs,bachelor,wo bachelor,73,34,62,42,0,0,0,0,0,0
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,economie,n.v.t. (economie),50952,B International Business Administration,voltijd onderwijs,bachelor,wo bachelor,0,0,11,2,105,73,132,84,86,66
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,economie,n.v.t. (economie),60644,M Business Administration,voltijd onderwijs,master,wo master,130,58,90,59,109,82,102,61,100,59
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56604,B Psychologie,voltijd onderwijs,bachelor,wo bachelor,50,97,61,136,39,140,41,125,47,123
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56613,B Onderwijskunde,voltijd onderwijs,bachelor,wo bachelor,3,19,4,11,1,13,5,19,0,2
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56615,B Communicatiewetenschap,voltijd onderwijs,bachelor,wo bachelor,19,44,25,50,17,41,15,53,13,47
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56627,B Bestuurskunde,voltijd onderwijs,bachelor,wo bachelor,52,73,40,65,0,0,0,0,0,0
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56654,B European Public Administration,voltijd onderwijs,bachelor,wo bachelor,0,0,2,5,43,45,50,71,52,69
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60020,M Public Administration,voltijd onderwijs,master,wo master,21,23,22,21,11,21,19,15,17,14
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60023,M Educational Science and Technology,deeltijd onderwijs,master,wo master,6,5,6,5,6,5,1,7,0,10
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60023,M Educational Science and Technology,voltijd onderwijs,master,wo master,10,19,4,25,5,25,3,15,3,31
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60713,M Communication Studies,deeltijd onderwijs,master,wo master,3,9,1,6,1,0,0,1,0,0
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60713,M Communication Studies,voltijd onderwijs,master,wo master,32,78,41,75,32,72,39,70,35,88
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66604,M Psychology,deeltijd onderwijs,master,wo master,2,10,1,10,1,3,2,7,4,4
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66604,M Psychology,voltijd onderwijs,master,wo master,19,98,38,85,31,121,37,107,36,118
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),69303,M European Studies,voltijd onderwijs,master,wo master,4,7,8,9,10,17,11,7,4,7
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gezondheidszorg,n.v.t. (gezondheidszorg),50033,B Klinische Technologie,voltijd onderwijs,bachelor,wo bachelor,38,42,39,50,30,42,28,60,46,55
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gezondheidszorg,n.v.t. (gezondheidszorg),56553,B Gezondheidswetenschappen,voltijd onderwijs,bachelor,wo bachelor,6,33,4,23,14,34,11,36,14,33
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gezondheidszorg,n.v.t. (gezondheidszorg),60033,M Technical Medicine,voltijd onderwijs,master,wo master,20,16,20,21,24,34,35,17,27,33
Overijssel,153,ENSCHEDE,reguliere inst.,21PH,Universiteit Twente,gezondheidszorg,n.v.t. (gezondheidszorg),66851,M Health Sciences,voltijd onderwijs,master,wo master,6,27,12,30,6,24,10,44,7,24
